ID,Original,Thubmnail,Width,Height
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0001/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0001/full/125,/0/default.jpg",4000,5324
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0001/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0001/full/125,/0/default.jpg",4000,5324
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0002/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0002/full/125,/0/default.jpg",4000,3005
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0003/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0003/full/125,/0/default.jpg",4000,3005
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0004/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0004/full/125,/0/default.jpg",4000,3005
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0005/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0005/full/125,/0/default.jpg",4000,3005
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0006/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0006/full/125,/0/default.jpg",4000,3005
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0007/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0007/full/125,/0/default.jpg",4000,3005
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0008/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0008/full/125,/0/default.jpg",4000,5324
3-H-d-ho-2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0009/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/3-H-d-ho-2/3-H-d-ho-2_0009/full/125,/0/default.jpg",4000,2157
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0001/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0001/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0001/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0001/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0002/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0002/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0003/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0003/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0004/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0004/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0005/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0005/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0006/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0006/full/125,/0/default.jpg",4000,5324
O-1-A-69_1,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0007/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/O-1-A-69_1/O-1-A-69-10_0007/full/125,/0/default.jpg",4000,5324
