ID,Original,Thubmnail,Width,Height
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0001/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0001/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0001/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0001/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0002/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0002/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0007-0009/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0007-0009/full/125,/0/default.jpg",4000,3005
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0007b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0007b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0008b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0008b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0009b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0009b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0010/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0010/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0011-0012/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0011-0012/full/125,/0/default.jpg",4000,3005
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0011b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0011b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0012b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0012b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0013-0014/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0013-0014/full/125,/0/default.jpg",4000,3005
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0013b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0013b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0014b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0014b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0015-0017/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0015-0017/full/125,/0/default.jpg",4000,3005
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0015b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0015b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0016b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0016b/full/125,/0/default.jpg",4000,5324
I-1-D-168_2,https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0017b/info.json,"https://toyo-iiif.s3.us-east-2.amazonaws.com/gazou/201511/I-1-D-168_2/I-1-D-168_02_0017b/full/125,/0/default.jpg",4000,5324
